MS_system,node,Degree Centrality (DB=True),Norm. Degree Centrality (DB=True),In-degree Centrality (DB=True),Norm. In-degree Centrality (DB=True),Out-degree Centrality (DB=True),Norm. Out-degree Centrality (DB=True),Eigenvector Centrality (DB=True),Betweenness Centrality (DB=True),Closeness Centrality (DB=True),PageRank Centrality (DB=True),Hub Score (DB=True),Authority Score (DB=True),Degree Centrality (DB=False),Norm. Degree Centrality (DB=False),In-degree Centrality (DB=False),Norm. In-degree Centrality (DB=False),Out-degree Centrality (DB=False),Norm. Out-degree Centrality (DB=False),Eigenvector Centrality (DB=False),Betweenness Centrality (DB=False),Closeness Centrality (DB=False),PageRank Centrality (DB=False),Hub Score (DB=False),Authority Score (DB=False)
train-ticket_v0.0.1,ts-travel-plan-service,6,0.15789473684210525,0,0.0,6,0.15789473684210525,8.001348288584478e-10,0.0,0.0,0.013367004552363499,0.06480306581352915,-0.0,6.0,0.15789473684210525,0.0,0.0,6.0,0.15789473684210525,8.001348288584478e-10,0.0,0.0,0.013367004552363499,0.06480306581352913,-0.0
train-ticket_v0.0.1,ts-travel2-service,11,0.2894736842105263,6,0.15789473684210525,5,0.13157894736842105,0.15557959795608592,0.013217164532954009,0.16396761133603238,0.03166427006149543,0.04569531649859579,0.06525262301798111,11.0,0.2894736842105263,6.0,0.15789473684210525,5.0,0.13157894736842105,0.15557959795608592,0.013217164532954009,0.16396761133603238,0.03166427006149543,0.045695316498595755,0.0652526230179811
train-ticket_v0.0.1,ts-travel-service,12,0.3157894736842105,7,0.18421052631578946,5,0.13157894736842105,0.15557991801001747,0.021040777619724987,0.1937799043062201,0.0359880785813098,0.045718450203502,0.07008038711691086,12.0,0.3157894736842105,7.0,0.18421052631578946,5.0,0.13157894736842105,0.15557991801001747,0.021040777619724987,0.1937799043062201,0.0359880785813098,0.045718450203501966,0.07008038711691086
train-ticket_v0.0.1,ts-admin-order-service,2,0.05263157894736842,0,0.0,2,0.05263157894736842,8.001348288584478e-10,0.0,0.0,0.013367004552363499,0.025592680450260002,-0.0,2.0,0.05263157894736842,0.0,0.0,2.0,0.05263157894736842,8.001348288584478e-10,0.0,0.0,0.013367004552363499,0.025592680450260002,-0.0
train-ticket_v0.0.1,ts-admin-travel-service,2,0.05263157894736842,0,0.0,2,0.05263157894736842,8.001348288584478e-10,0.0,0.0,0.013367004552363499,0.022503966835011067,-0.0,2.0,0.05263157894736842,0.0,0.0,2.0,0.05263157894736842,8.001348288584478e-10,0.0,0.0,0.013367004552363499,0.022503966835011064,-0.0
train-ticket_v0.0.1,ts-sso-service,11,0.2894736842105263,11,0.2894736842105263,0,0.0,0.3756084809112418,0.0,0.35695006747638325,0.11238838130180291,-0.0,0.08714190748600202,11.0,0.2894736842105263,11.0,0.2894736842105263,0.0,0.0,0.3756084809112418,0.0,0.35695006747638325,0.11238838130180291,-0.0,0.08714190748600203
train-ticket_v0.0.1,ts-admin-route-service,1,0.02631578947368421,0,0.0,1,0.02631578947368421,8.001348288584478e-10,0.0,0.0,0.013367004552363499,0.0045107858795544065,-0.0,1.0,0.02631578947368421,0.0,0.0,1.0,0.02631578947368421,8.001348288584478e-10,0.0,0.0,0.013367004552363499,0.004510785879554405,-0.0
train-ticket_v0.0.1,mail-server,1,0.02631578947368421,1,0.02631578947368421,0,0.0,4.7287968385534255e-07,0.0,0.06015037593984962,0.028270023631873517,-0.0,-0.0,1.0,0.02631578947368421,1.0,0.02631578947368421,0.0,0.0,4.7287968385534255e-07,0.0,0.06015037593984962,0.028270023631873517,-0.0,-0.0
train-ticket_v1.0.0,ts-contacts-service,4,0.07017543859649122,4,0.07017543859649122,0,0.0,6.926423102739218e-10,0.0,0.07017543859649122,0.018951060722391916,-0.0,0.055338497501976475,3.0,0.08571428571428572,3.0,0.08571428571428572,0.0,0.0,2.5181628363398666e-10,0.0,0.08571428571428572,0.020474228598779225,-0.0,0.05502416092375843
train-ticket_v1.0.0,ts-notification-service,3,0.05263157894736842,2,0.03508771929824561,1,0.017543859649122806,3.4649017473439175e-10,0.0006265664160401002,0.03508771929824561,0.017604185039811322,2.2516007540179373e-19,0.007005744755617775,2.0,0.05714285714285714,1.0,0.02857142857142857,1.0,0.02857142857142857,8.402494063762366e-11,0.0008403361344537816,0.02857142857142857,0.01808530264305387,-3.526138254349125e-18,0.0068901159593419675
train-ticket_v1.0.0,ts-cancel-service,5,0.08771929824561403,0,0.0,5,0.08771929824561403,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.03478672544255607,-0.0,5.0,0.14285714285714285,0.0,0.0,5.0,0.14285714285714285,1.2926913944249795e-13,0.0,0.0,0.01545748409175598,0.04040288861487746,-0.0
train-ticket_v1.0.0,ts-config-service,3,0.05263157894736842,3,0.05263157894736842,0,0.0,0.004873523469248701,0.0,0.11609907120743033,0.024324292359900922,-0.0,0.013480011150512243,2.0,0.05714285714285714,2.0,0.05714285714285714,0.0,0.0,0.003845828086800145,0.0,0.15031055900621118,0.028198268465005,-0.0,0.013264289422778096
train-ticket_v1.0.0,ts-assurance-service,3,0.05263157894736842,3,0.05263157894736842,0,0.0,5.195662425041571e-10,0.0,0.05263157894736842,0.01746949747155326,-0.0,0.04646693740995701,2.0,0.05714285714285714,2.0,0.05714285714285714,0.0,0.0,1.679206121358046e-10,0.0,0.05714285714285714,0.017846410047481335,-0.0,0.04628339694187405
train-ticket_v1.0.0,ts-order-other-service,9,0.15789473684210525,8,0.14035087719298245,1,0.017543859649122806,0.004873789660240919,0.001644736842105263,0.18870346598202822,0.04516715338083602,0.015558628698612518,0.0509506677697639,8.0,0.22857142857142856,6.0,0.19999999999999998,1.0,0.02857142857142857,0.0038459372350687624,0.00273109243697479,0.2472527472527472,0.05586099008193015,0.01807667736231168,0.05036657287434969
train-ticket_v1.0.0,ts-route-service,8,0.14035087719298245,8,0.14035087719298245,0,0.0,0.0049115985599354015,0.0,0.17162471395881007,0.0408337296415006,-0.0,0.06865494089886531,6.0,0.19999999999999998,6.0,0.19999999999999998,0.0,0.0,0.0038695223218230155,0.0,0.23047619047619045,0.05155767494114836,-0.0,0.06830719867496042
train-ticket_v1.0.0,ts-price-service,3,0.05263157894736842,3,0.05263157894736842,0,0.0,0.004873435027378068,0.0,0.10964912280701754,0.022067142243911958,-0.0,0.017737336010962324,2.0,0.05714285714285714,2.0,0.05714285714285714,0.0,0.0,0.003845773722405005,0.0,0.1382857142857143,0.024646434999403534,-0.0,0.017482186107282704
train-ticket_v1.0.0,ts-preserve-service,11,0.19298245614035087,0,0.0,11,0.19298245614035087,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.11822249630230418,-0.0,11.0,0.3142857142857143,0.0,0.0,11.0,0.3142857142857143,1.2926913944249795e-13,0.0,0.0,0.01545748409175598,0.13903094173993827,-0.0
train-ticket_v1.0.0,ts-security-service,5,0.08771929824561403,3,0.05263157894736842,2,0.03508771929824561,5.195662425041571e-10,0.0012531328320802004,0.05263157894736842,0.01746949747155326,0.02051609451045547,0.04646693740995698,4.0,0.11428571428571428,2.0,0.05714285714285714,2.0,0.05714285714285714,1.679206121358046e-10,0.0008403361344537816,0.05714285714285714,0.017846410047481335,0.023795049504298994,0.04628339694187405
train-ticket_v1.0.0,ts-consign-service,4,0.07017543859649122,3,0.05263157894736842,1,0.017543859649122806,5.195662425041571e-10,0.0009398496240601503,0.05263157894736842,0.01746949747155326,2.4017074709524666e-18,0.04646693740995699,3.0,0.08571428571428572,2.0,0.05714285714285714,1.0,0.02857142857142857,1.679206121358046e-10,0.0016806722689075631,0.05714285714285714,0.017846410047481335,-1.763069127174563e-19,0.04628339694187405
train-ticket_v1.0.0,ts-train-service,8,0.14035087719298245,8,0.14035087719298245,0,0.0,0.004911554339000085,0.0,0.17162471395881007,0.037203949905192685,-0.0,0.07571149811531167,6.0,0.19999999999999998,6.0,0.19999999999999998,0.0,0.0,0.0038694951396254515,0.0,0.23047619047619045,0.045119637527192974,-0.0,0.07540856739765468
train-ticket_v1.0.0,ts-order-service,10,0.17543859649122806,9,0.15789473684210525,1,0.017543859649122806,0.004873789833316988,0.001958020050125313,0.19342105263157894,0.04640178942320156,0.015558628698612518,0.06588941650803004,9.0,0.2571428571428571,8.0,0.22857142857142856,1.0,0.02857142857142857,0.0038459373189644345,0.0035714285714285718,0.2571428571428571,0.058050838874678386,0.01807667736231168,0.06522939204174494
train-ticket_v1.0.0,ts-food-service,6,0.10526315789473684,3,0.05263157894736842,3,0.05263157894736842,5.195662425041571e-10,0.005325814536340852,0.05263157894736842,0.01746949747155326,0.013267679809075224,0.04646693740995699,5.0,0.14285714285714285,2.0,0.05714285714285714,3.0,0.08571428571428572,1.679206121358046e-10,0.004201680672268908,0.05714285714285714,0.017846410047481335,0.01544451539119529,0.04628339694187405
train-ticket_v1.0.0,ts-station-food-service,3,0.05263157894736842,3,0.05263157894736842,0,0.0,1.774033075032035e-07,0.0,0.07814992025518341,0.034775799765735686,-0.0,0.0027699480566886147,2.0,0.05714285714285714,2.0,0.05714285714285714,0.0,0.0,5.453231574295719e-08,0.0,0.07619047619047618,0.033653029481750966,-0.0,0.00272965617584591
train-ticket_v1.0.0,ts-rebook-service,6,0.10526315789473684,0,0.0,6,0.10526315789473684,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.06846231121018,-0.0,6.0,0.17142857142857143,0.0,0.0,6.0,0.17142857142857143,1.2926913944249795e-13,0.0,0.0,0.01545748409175598,0.080492859758433,-0.0
train-ticket_v1.0.0,ts-train-food-service,2,0.03508771929824561,2,0.03508771929824561,0,0.0,1.3300929612025884e-07,0.0,0.05482456140350877,0.021072093119179902,-0.0,0.002671995626467777,1.0,0.02857142857142857,1.0,0.02857142857142857,0.0,0.0,5.444842007145911e-08,0.0,0.05142857142857143,0.020513936725261514,-0.0,0.002633834006165401
train-ticket_v1.0.0,ts-admin-basic-info-service,5,0.08771929824561403,0,0.0,5,0.08771929824561403,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.04405135155983935,-0.0,5.0,0.14285714285714285,0.0,0.0,5.0,0.14285714285714285,1.2926913944249795e-13,0.0,0.0,0.01545748409175598,0.05125488680494362,-0.0
train-ticket_v1.0.0,ts-food-delivery-service,2,0.03508771929824561,1,0.017543859649122806,1,0.017543859649122806,1.7341410696462735e-10,0.0003132832080200501,0.017543859649122806,0.01612262178897267,0.0004863785957648153,-3.419458113405616e-18,1.0,0.02857142857142857,0.0,0.0,1.0,0.02857142857142857,1.2926913944249795e-13,0.0,0.0,0.01545748409175598,0.0005618907535493524,-0.0
train-ticket_v1.0.0,ts-consign-price-service,2,0.03508771929824561,2,0.03508771929824561,0,0.0,1.3300929612025884e-07,0.0,0.05482456140350877,0.03097103577959437,-0.0,1.3677832453622464e-17,1.0,0.02857142857142857,1.0,0.02857142857142857,0.0,0.0,5.444842007145911e-08,0.0,0.05142857142857143,0.03062684199227257,-0.0,-8.564961250982042e-19
train-ticket_v1.0.0,ts-basic-service,8,0.14035087719298245,4,0.07017543859649122,4,0.07017543859649122,3.81191388839911e-05,0.006735588972431077,0.12030075187969924,0.021000726334597868,0.04402263049623398,0.06526037750777104,8.0,0.22857142857142856,4.0,0.11428571428571428,4.0,0.11428571428571428,2.3721333454036893e-05,0.013025210084033614,0.16530612244897958,0.030874126679926756,0.05125874608673856,0.06756233690685663
train-ticket_v1.0.0,ts-preserve-other-service,11,0.19298245614035087,0,0.0,11,0.19298245614035087,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.11250709066136967,-0.0,11.0,0.3142857142857143,0.0,0.0,11.0,0.3142857142857143,1.2926913944249795e-13,0.0,0.0,0.01545748409175598,0.13236985069887178,-0.0
train-ticket_v1.0.0,ts-station-service,9,0.15789473684210525,9,0.15789473684210525,0,0.0,0.9999283677715659,0.0,0.24561403508771928,0.10643128944087847,-0.0,0.08860709271281438,8.0,0.22857142857142856,8.0,0.22857142857142856,0.0,0.0,0.9999554439287079,0.0,0.32653061224489793,0.13305268151070568,-0.0,0.08781620571101653
train-ticket_v1.0.0,ts-user-service,4,0.07017543859649122,4,0.07017543859649122,0,0.0,6.926423102739218e-10,0.0,0.07017543859649122,0.018951060722391916,-0.0,0.05347268216557478,3.0,0.08571428571428572,3.0,0.08571428571428572,0.0,0.0,2.5181628363398666e-10,0.0,0.08571428571428572,0.020474228598779225,-0.0,0.053173512901216004
train-ticket_v1.0.0,ts-route-plan-service,4,0.07017543859649122,1,0.017543859649122806,3,0.05263157894736842,1.7341410696462735e-10,0.00010442773600668337,0.017543859649122806,0.01019636878561805,0.033587157839188454,0.010151367833711593,4.0,0.11428571428571428,1.0,0.02857142857142857,3.0,0.08571428571428572,8.402494063762366e-11,0.00028011204481792715,0.02857142857142857,0.01808530264305387,0.039140100942538406,0.01051594516131016
train-ticket_v1.0.0,ts-payment-service,2,0.03508771929824561,2,0.03508771929824561,0,0.0,1.3300929612025884e-07,0.0,0.05482456140350877,0.021460021719113348,-0.0,0.004283229391864339,1.0,0.02857142857142857,1.0,0.02857142857142857,0.0,0.0,5.444842007145911e-08,0.0,0.05142857142857143,0.02120197102407071,-0.0,0.004205525533743664
train-ticket_v1.0.0,ts-inside-payment-service,6,0.10526315789473684,3,0.05263157894736842,3,0.05263157894736842,5.195662425041571e-10,0.0020363408521303257,0.05263157894736842,0.018838821082176868,0.021268192042365165,0.020793460374617625,5.0,0.14285714285714285,2.0,0.05714285714285714,3.0,0.08571428571428572,1.679206121358046e-10,0.002100840336134454,0.05714285714285714,0.020275151435802115,0.02466074311514138,0.020616984424643527
train-ticket_v1.0.0,ts-seat-service,9,0.15789473684210525,6,0.10526315789473684,3,0.05263157894736842,3.8119485036126706e-05,0.010025062656641603,0.13296398891966757,0.023716925627802064,0.02288306629479938,0.08872854495128354,9.0,0.2571428571428571,6.0,0.17142857142857143,3.0,0.08571428571428572,2.3721501245379898e-05,0.019327731092436976,0.19285714285714284,0.035691794023972885,0.026525459892615323,0.09180515053346831
train-ticket_v1.0.0,ts-execute-service,2,0.03508771929824561,0,0.0,2,0.03508771929824561,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.02051609451045547,-0.0,2.0,0.05714285714285714,0.0,0.0,2.0,0.05714285714285714,1.2926913944249795e-13,0.0,0.0,0.01545748409175598,0.023795049504298994,-0.0
train-ticket_v1.0.0,ts-travel-plan-service,5,0.08771929824561403,0,0.0,5,0.08771929824561403,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.05218867327019599,-0.0,5.0,0.14285714285714285,0.0,0.0,5.0,0.14285714285714285,1.2926913944249795e-13,0.0,0.0,0.01545748409175598,0.061664355656671936,-0.0
train-ticket_v1.0.0,ts-travel2-service,9,0.15789473684210525,5,0.08771929824561403,4,0.07017543859649122,4.508665369321843e-08,0.005821846282372598,0.08771929824561403,0.022648184242828863,0.05238858591656518,0.05250734733180239,8.0,0.22857142857142856,4.0,0.11428571428571428,4.0,0.11428571428571428,2.7517909520542843e-08,0.008053221288515405,0.11428571428571428,0.02703171231052088,0.06238869173763252,0.0521690621514031
train-ticket_v1.0.0,ts-travel-service,11,0.19298245614035087,7,0.12280701754385964,4,0.07017543859649122,1.780956117742828e-07,0.012087510442773598,0.1291866028708134,0.028832291615401642,0.05238858591656518,0.07011809169653628,10.0,0.2857142857142857,6.0,0.17142857142857143,4.0,0.11428571428571428,8.20500959943606e-08,0.017296918767507004,0.17500000000000002,0.034278013736774644,0.06238869173763252,0.06966571532496374
train-ticket_v1.0.0,ts-admin-order-service,2,0.03508771929824561,0,0.0,2,0.03508771929824561,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.02051609451045547,-0.0,2.0,0.05714285714285714,0.0,0.0,2.0,0.05714285714285714,1.2926913944249795e-13,0.0,0.0,0.01545748409175598,0.023795049504298994,-0.0
train-ticket_v1.0.0,ts-admin-travel-service,5,0.08771929824561403,0,0.0,5,0.08771929824561403,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.06244006187543969,-0.0,5.0,0.14285714285714285,0.0,0.0,5.0,0.14285714285714285,1.2926913944249795e-13,0.0,0.0,0.01545748409175598,0.07273938409457545,-0.0
train-ticket_v1.0.0,ts-admin-route-service,2,0.03508771929824561,0,0.0,2,0.03508771929824561,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.027613834450963676,-0.0,2.0,0.05714285714285714,0.0,0.0,2.0,0.05714285714285714,1.2926913944249795e-13,0.0,0.0,0.01545748409175598,0.03213748973712466,-0.0
train-ticket_v1.0.0,database-ts-contacts-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.009716955031612629,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-notification-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.0012301473626179058,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-config-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.0023669717843439104,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-assurance-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.00815918685275444,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-order-other-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.008946490596925732,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-route-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.012055205752351158,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-price-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.0031145207076315805,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-security-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.008159186852754434,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-consign-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.008159186852754435,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-train-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.013294275337638719,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-order-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.011569603913529737,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-food-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.008159186852754435,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-station-food-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.0004863785957648153,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-train-food-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.00046917900772650505,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-food-delivery-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,-6.004268677381166e-19,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-consign-price-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,2.4017074709524666e-18,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-station-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.015558628698612518,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-user-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.009389334215372344,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-payment-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.0007520975319096943,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-inside-payment-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.0036511493541103485,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-travel2-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.009219829881253397,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,database-ts-travel-service,1,0.017543859649122806,0,0.0,1,0.017543859649122806,3.380391948628212e-13,0.0,0.0,0.008714805534779397,0.012312122205583902,-0.0,,,,,,,,,,,,
train-ticket_v1.0.0,mail-server,1,0.017543859649122806,1,0.017543859649122806,0,0.0,8.861528473731419e-08,0.0,0.03157894736842105,0.02367769025980769,-0.0,1.282296792527106e-18,1.0,0.02857142857142857,1.0,0.02857142857142857,0.0,0.0,2.7266222506048342e-08,0.0,0.03809523809523809,0.03082986850667529,-0.0,-1.7129922501964084e-17
website,authserver,2,0.5,1,0.25,1,0.25,0.3768150168973653,0.08333333333333333,0.5,0.13073629420628416,-4.8074067159589114e-17,0.3333333333333333,2.0,0.5,1.0,0.25,1.0,0.25,0.3768150168973653,0.08333333333333333,0.5,0.13073629420628416,-0.0,0.3333333333333333
website,backend,2,0.5,1,0.25,1,0.25,0.3768150168973653,0.08333333333333333,0.5,0.13073629420628416,-4.8074067159589114e-17,0.3333333333333333,2.0,0.5,1.0,0.25,1.0,0.25,0.3768150168973653,0.08333333333333333,0.5,0.13073629420628416,-0.0,0.3333333333333333
website,registry,3,0.75,2,0.5,1,0.25,0.49536025092882285,0.5,0.5714285714285714,0.2522506965468279,-8.012344526598186e-18,-4.807406715958911e-17,3.0,0.75,2.0,0.5,1.0,0.25,0.49536025092882285,0.5,0.5714285714285714,0.2522506965468279,9.614813431917815e-17,-0.0
website,gateway,5,1.25,2,0.5,3,0.75,0.5732796446078026,0.8333333333333333,0.6666666666666666,0.3555404208343198,1.0000000000000002,-8.012344526598186e-18,5.0,1.25,2.0,0.5,3.0,0.75,0.5732796446078026,0.8333333333333333,0.6666666666666666,0.3555404208343198,0.9999999999999998,9.614813431917817e-17
website,user,2,0.5,1,0.25,1,0.25,0.3768150168973653,0.0,0.4444444444444444,0.13073629420628416,-8.012344526598186e-18,0.3333333333333333,2.0,0.5,1.0,0.25,1.0,0.25,0.3768150168973653,0.0,0.4444444444444444,0.13073629420628416,9.614813431917815e-17,0.3333333333333333
