MS_system,Microservice,Degree,Degree Centrality,In-degree,In-degree Centrality,Out-degree,Out-degree Centrality,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality,PageRank Centrality,Hub Score,Authority Score,Clustering Coefficient
java-microservice,oauth,5,0.5,3,0.3,2,0.2,2.0072064252964188e-09,0.0018518518518518,0.32,0.0571083171786488,0.0806031964684373,0.1239840057335615,0.4
java-microservice,admin,8,0.8,2,0.2,6,0.6000000000000001,7.461733923035019e-12,0.0018518518518518,0.2249999999999999,0.0500219188550164,0.1944710910333071,0.0836659545553352,0.3571428571428571
java-microservice,api-gateway,5,0.5,3,0.3,2,0.2,2.0072064252964188e-09,0.0018518518518518,0.32,0.0571083171786488,0.0806031964684373,0.1239840057335615,0.4
java-microservice,eureka-server,8,0.8,7,0.7000000000000001,1,0.1,0.0086623927670411,0.0018518518518518,0.7363636363636364,0.1670014068569096,0.0366947064268281,0.1935964024119094,0.3571428571428571
java-microservice,mailer,6,0.6000000000000001,4,0.4,2,0.2,6.479584238206726e-05,0.024074074074074,0.4499999999999999,0.1062844374040581,0.0806031964684373,0.1301015655366711,0.3
java-microservice,config-server,8,0.8,1,0.1,7,0.7000000000000001,1.851546879165016e-14,0.0888888888888888,0.1,0.0687486478820115,0.2134468864853236,-1.2849448521362732e-18,0.2678571428571428
java-microservice,reminder,6,0.6000000000000001,3,0.3,3,0.3,2.0072064252964188e-09,0.0351851851851851,0.32,0.0571083171786488,0.0939605764600618,0.1239840057335615,0.3
java-microservice,zookeeper,7,0.7000000000000001,0,0.0,7,0.7000000000000001,2.3000582349875937e-17,0.0,0.0,0.0371615664128971,0.1901095600501199,-0.0,0.2619047619047619
java-microservice,kafka,3,0.3,2,0.2,1,0.1,4.0344851000004915e-07,0.0111111111111111,0.2777777777777778,0.0578546157032018,0.0295075901390472,0.0588938656186263,0.3333333333333333
java-microservice,github-repository,1,0.1,0,0.0,1,0.1,2.3000582349875937e-17,0.0,0.0,0.0371615664128971,-2.9143097465209797e-19,-0.0,0.0
java-microservice,logstash,7,0.7000000000000001,7,0.7000000000000001,0,0.0,0.9999624786725176,0.0,0.7692307692307693,0.3044408889370614,-0.0,0.161790194676773,0.3571428571428571
jhipster-microservices-example,blog,1,0.3333333333333333,1,0.3333333333333333,0,0.0,0.5773497797618714,0.0,0.6,0.2584552732834791,-0.0,0.6135809646954051,0.0
jhipster-microservices-example,jhipster-registry,4,1.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,0.5773512480420229,0.5,0.6666666666666666,0.3906676055392621,1.5878642319257132,-0.2271619293908105,0.0
jhipster-microservices-example,store,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0.5773497797618714,0.0,0.4444444444444444,0.2584552732834791,-0.2939321159628565,0.6135809646954052,0.0
jhipster-microservices-example,github-repository,1,0.3333333333333333,0,0.0,1,0.3333333333333333,1.468280151474057e-06,0.0,0.0,0.0924218478937795,-0.2939321159628565,-0.0,0.0
micro_webshop,zuul,1,0.1428571428571428,1,0.1428571428571428,0,0.0,0.9999881793313397,0.0,0.5384615384615384,0.3188447766598382,0.0,0.0,0.0
micro_webshop,eureka,7,1.0,6,0.8571428571428571,1,0.1428571428571428,0.0048622130069384,0.1428571428571428,0.8571428571428571,0.3132003533789176,0.0,0.6204017721389312,0.0714285714285714
micro_webshop,user-proxy,2,0.2857142857142857,0,0.0,2,0.2857142857142857,8.473544436998425e-09,0.0,0.0,0.0526275956811391,0.1781940800207563,0.0,0.5
micro_webshop,product-service,2,0.2857142857142857,1,0.1428571428571428,1,0.1428571428571428,5.2366504620650295e-06,0.0,0.1428571428571428,0.0675388230738274,0.1512434012719,0.1345231524157625,0.5
micro_webshop,category-service,2,0.2857142857142857,1,0.1428571428571428,1,0.1428571428571428,5.2366504620650295e-06,0.0,0.1428571428571428,0.0675388230738274,0.1512434012719,0.1345231524157625,0.5
micro_webshop,security-service,2,0.2857142857142857,1,0.1428571428571428,1,0.1428571428571428,5.2366504620650295e-06,0.0,0.1428571428571428,0.0749944367701716,0.1512434012719,0.1105519230295437,0.5
micro_webshop,product-proxy,3,0.4285714285714285,0,0.0,3,0.4285714285714285,8.473544436998425e-09,0.0,0.0,0.0526275956811391,0.2168323148916437,0.0,0.3333333333333333
micro_webshop,auth-server,1,0.1428571428571428,0,0.0,1,0.1428571428571428,8.473544436998425e-09,0.0,0.0,0.0526275956811391,0.1512434012719,0.0,0.0
microservice,order,4,0.8,1,0.2,3,0.6000000000000001,0.2523117378278045,0.0166666666666666,0.4166666666666667,0.1063672016606174,0.3460420308512752,0.1180828963118031,0.4166666666666667
microservice,eureka,5,1.0,4,0.8,1,0.2,0.6605591523518988,0.55,0.8333333333333334,0.3084459998203355,7.1456745018761475e-19,0.3333333333333333,0.25
microservice,turbine,1,0.2,0,0.0,1,0.2,6.200172784063333e-10,0.0,0.0,0.025,0.130791593829745,-0.0,0.0
microservice,catalog,3,0.6000000000000001,2,0.4,1,0.2,0.4082486694390657,0.0166666666666666,0.5,0.1365047336704498,0.130791593829745,0.2742918851774317,0.5
microservice,zuul,4,0.8,1,0.2,3,0.6000000000000001,0.4082480140808024,0.5,0.5555555555555556,0.2871773311781473,0.2615831876594899,1.821135006372012e-18,0.4166666666666667
microservice,customer,3,0.6000000000000001,2,0.4,1,0.2,0.4082486694390657,0.0166666666666666,0.5,0.1365047336704498,0.130791593829745,0.2742918851774317,0.5
microservice-consul,customer,3,0.75,2,0.5,1,0.25,0.0019292532693812,0.0,0.5,0.1633484713688407,0.1371256822737527,0.2554479118084634,0.5
microservice-consul,order,4,1.0,1,0.25,3,0.75,4.959519972702353e-06,0.0,0.25,0.1272844751597326,0.3361632358650895,0.1371256822737527,0.4166666666666667
microservice-consul,catalog,3,0.75,2,0.5,1,0.25,0.0019292532693812,0.0,0.5,0.1633484713688407,0.1371256822737527,0.2554479118084633,0.5
microservice-consul,apache,4,1.0,0,0.0,4,1.0,6.382908587776518e-09,0.0,0.0,0.1049769458807087,0.389585399587405,-0.0,0.4166666666666667
microservice-consul,consul,4,1.0,4,1.0,0,0.0,0.9999962779625972,0.0,1.0,0.4410416362218773,-0.0,0.3519784941093206,0.4166666666666667
microservice-kafka,invoicing,4,0.6666666666666666,3,0.5,1,0.1666666666666666,0.4999994885609091,0.0222222222222222,0.6666666666666666,0.225396473618549,5.921593878946478e-18,0.3660254037844386,0.0
microservice-kafka,order,3,0.5,2,0.3333333333333333,1,0.1666666666666666,2.254635160959448e-06,0.0222222222222222,0.3333333333333333,0.0335714285714285,5.921593878946478e-18,0.2679491924311227,0.0
microservice-kafka,shipping,4,0.6666666666666666,3,0.5,1,0.1666666666666666,0.4999994885609091,0.0222222222222222,0.6666666666666666,0.225396473618549,5.921593878946478e-18,0.3660254037844387,0.0
microservice-kafka,zookeeper,1,0.1666666666666666,0,0.0,1,0.1666666666666666,6.441814745598424e-08,0.0,0.0,0.0214285714285714,5.921593878946478e-18,-0.0,0.0
microservice-kafka,kafka,6,1.0,4,0.6666666666666666,2,0.3333333333333333,0.7071075044663031,0.2,0.75,0.4513499099057592,0.2679491924311227,1.617809533907065e-17,0.0
microservice-kafka,apache,3,0.5,0,0.0,3,0.5,6.441814745598424e-08,0.0,0.0,0.0214285714285714,0.3660254037844386,-0.0,0.0
microservice-kafka,postgres,3,0.5,0,0.0,3,0.5,6.441814745598424e-08,0.0,0.0,0.0214285714285714,0.3660254037844386,-0.0,0.0
microservices-basics-spring-boot,web-portal,2,0.2222222222222222,1,0.1111111111111111,1,0.1111111111111111,1.6123963679684946e-07,0.0,0.1481481481481481,0.0515425007765236,0.0971437517450471,0.1018848176892852,0.5
microservices-basics-spring-boot,user-webservice,2,0.2222222222222222,1,0.1111111111111111,1,0.1111111111111111,1.6123963679684946e-07,0.0,0.1481481481481481,0.0515425007765236,0.0971437517450471,0.1018848176892852,0.5
microservices-basics-spring-boot,api-gateway,2,0.2222222222222222,2,0.2222222222222222,0,0.0,0.9999755431137416,0.0,0.5079365079365079,0.2787600941372,-0.0,0.1134429299225863,0.5
microservices-basics-spring-boot,comments-webservice,3,0.3333333333333333,2,0.2222222222222222,1,0.1111111111111111,3.8429081414311945e-05,0.0,0.25,0.0734482178899997,0.0971437517450471,0.140308942767375,0.5
microservices-basics-spring-boot,auth-server,2,0.2222222222222222,1,0.1111111111111111,1,0.1111111111111111,1.6123963679684946e-07,0.0,0.1481481481481481,0.0515425007765236,0.0971437517450471,0.1018848176892852,0.5
microservices-basics-spring-boot,webservice-registry,6,0.7777777777777777,6,0.6666666666666666,1,0.1111111111111111,0.0069936898310668,0.0694444444444444,0.6805555555555556,0.2673139246756646,0.0465335861786273,0.2368240388636124,0.1666666666666666
microservices-basics-spring-boot,task-webservice,3,0.3333333333333333,1,0.1111111111111111,2,0.2222222222222222,1.6123963679684946e-07,0.0,0.1481481481481481,0.0515425007765236,0.154697609745305,0.1018848176892852,0.5
microservices-basics-spring-boot,configserver,9,1.0,1,0.1111111111111111,8,0.8888888888888888,4.5228331934592504e-10,0.1111111111111111,0.1111111111111111,0.0796898925863309,0.4101937970958789,-2.601336663613305e-18,0.0972222222222222
microservices-basics-spring-boot,zipkin-tracing,1,0.1111111111111111,1,0.1111111111111111,0,0.0,1.6123963679684946e-07,0.0,0.1481481481481481,0.0515425007765236,-0.0,0.1018848176892852,0.0
microservices-basics-spring-boot,github-repository,1,0.1111111111111111,0,0.0,1,0.1111111111111111,6.334500270951322e-13,0.0,0.0,0.0430753668281864,-1.0670521635722664e-18,-0.0,0.0
piggymetrics,statistics-service,6,0.5454545454545454,4,0.3636363636363636,2,0.1818181818181818,0.2652320540541364,0.1174242424242424,0.3875598086124402,0.0879146988205221,0.0651948117964977,0.1554517585420306,0.2
piggymetrics,account-service,5,0.4545454545454546,3,0.2727272727272727,2,0.1818181818181818,0.2652320064743317,0.0356060606060606,0.3347107438016529,0.0705782831909788,0.0651948117964977,0.1447407458474458,0.3
piggymetrics,notification-service,6,0.5454545454545454,3,0.2727272727272727,3,0.2727272727272727,0.2652320064743317,0.1174242424242424,0.3347107438016529,0.0705782831909788,0.0700193168291673,0.1447407458474458,0.2
piggymetrics,config,8,0.7272727272727273,0,0.0,8,0.7272727272727273,2.798812042112773e-09,0.0,0.0,0.0203958948143294,0.2834264303404357,-0.0,0.25
piggymetrics,turbine-stream-service,4,0.3636363636363636,2,0.1818181818181818,2,0.1818181818181818,0.2206178733768541,0.1363636363636363,0.3506493506493506,0.1141524355387474,0.0761627243622775,0.0694364354391079,0.1666666666666666
piggymetrics,registry,7,0.6363636363636364,6,0.5454545454545454,1,0.0909090909090909,0.6266380685980338,0.3,0.6136363636363636,0.1708046870171334,0.0209739425866778,0.1701191944788651,0.3095238095238095
piggymetrics,monitoring,2,0.1818181818181818,2,0.1818181818181818,0,0.0,0.1161682175122516,0.0,0.303030303030303,0.0710777118511006,-0.0,0.082025487961859,0.5
piggymetrics,auth-service,6,0.5454545454545454,2,0.1818181818181818,4,0.3636363636363636,0.1737445895775997,0.0022727272727272,0.3068181818181818,0.0582087601240788,0.1857825013868611,0.1023621030776697,0.4
piggymetrics,gateway,6,0.5454545454545454,2,0.1818181818181818,4,0.3636363636363636,0.3299617866701907,0.3090909090909091,0.4090909090909091,0.1677467533696517,0.1653158208048025,0.0694364354391079,0.4
piggymetrics,rabbitmq,4,0.3636363636363636,3,0.2727272727272727,1,0.0909090909090909,0.4189824369878622,0.1272727272727272,0.4090909090909091,0.1077533469134622,0.0209739425866778,0.0457150637472299,0.0
piggymetrics,external-website,1,0.0909090909090909,0,0.0,1,0.0909090909090909,2.798812042112773e-09,0.0,0.0,0.0203958948143294,0.0469556975101045,-0.0,0.0
piggymetrics,mail-server,1,0.0909090909090909,1,0.0909090909090909,0,0.0,0.1396606873156828,0.0,0.284090909090909,0.040393250354687,-0.0,0.0159720296192379,0.0
qbike,qbike-order,2,0.1538461538461538,1,0.0769230769230769,1,0.0769230769230769,4.099802538091645e-05,0.0897435897435897,0.2899408284023668,0.1310552559086932,-1.5439317556821528e-17,-0.0,0.0
qbike,qbike-intention,2,0.1538461538461538,0,0.0,2,0.1538461538461538,4.6406099391842915e-11,0.0,0.0,0.0276485118544443,-1.929914694602691e-17,-0.0,0.5
qbike,microservice-api-gateway,1,0.0769230769230769,1,0.0769230769230769,0,0.0,0.9999726001588424,0.0,0.3076923076923077,0.2042688340365514,-0.0,-4.943578414440619e-18,0.0
qbike,qbike-trip,2,0.1538461538461538,1,0.0769230769230769,1,0.0769230769230769,2.5244918069162532e-08,0.0,0.0769230769230769,0.0393991119803708,-1.5439317556821528e-17,-1.9774313657762477e-17,0.5
qbike,eureka,5,0.3846153846153846,4,0.3076923076923077,1,0.0769230769230769,0.0074025165107417,0.0705128205128205,0.3878205128205128,0.2077844780188232,-9.649573473013457e-19,-7.909725463104991e-17,0.05
qbike,qbike-uc,1,0.0769230769230769,0,0.0,1,0.0769230769230769,4.6406099391842915e-11,0.0,0.0,0.0276485118544443,-1.5439317556821528e-17,-0.0,0.0
qbike,mysql,4,0.3076923076923077,4,0.3076923076923077,0,0.0,1.0084045397847463e-07,0.0,0.3076923076923077,0.0746509123581502,-0.0,0.4384471871911699,0.0
qbike,rabbit,7,0.5384615384615385,6,0.4615384615384615,1,0.0769230769230769,1.5123747791801685e-07,0.1153846153846153,0.4615384615384615,0.1216533128618561,-0.0,0.5615528128088303,0.0
qbike,uc,2,0.1538461538461538,0,0.0,2,0.1538461538461538,4.6406099391842915e-11,0.0,0.0,0.0276485118544443,0.1951941016011038,-0.0,0.0
qbike,intention,2,0.1538461538461538,0,0.0,2,0.1538461538461538,4.6406099391842915e-11,0.0,0.0,0.0276485118544443,0.1951941016011038,-0.0,0.0
qbike,position,2,0.1538461538461538,0,0.0,2,0.1538461538461538,4.6406099391842915e-11,0.0,0.0,0.0276485118544443,0.1951941016011038,-0.0,0.0
qbike,order,2,0.1538461538461538,0,0.0,2,0.1538461538461538,4.6406099391842915e-11,0.0,0.0,0.0276485118544443,0.1951941016011038,-0.0,0.0
qbike,api-gateway,1,0.0769230769230769,0,0.0,1,0.0769230769230769,4.6406099391842915e-11,0.0,0.0,0.0276485118544443,0.1096117967977924,-0.0,0.0
qbike,zipkin,1,0.0769230769230769,0,0.0,1,0.0769230769230769,4.6406099391842915e-11,0.0,0.0,0.0276485118544443,0.1096117967977924,-0.0,0.0
sample-spring-cloud-webflux,account-service,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0.4046474071432278,0.0833333333333333,0.5,0.173590617759745,3.053161217469204,1.243526906579853,0.5
sample-spring-cloud-webflux,gateway-service,3,1.0,1,0.3333333333333333,2,0.6666666666666666,0.509824843885418,0.6666666666666666,0.6,0.3202132182582236,-5.106322434938408,1.278450541663996e-16,0.3333333333333333
sample-spring-cloud-webflux,customer-service,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0.4046474071432278,0.0833333333333333,0.5,0.173590617759745,3.053161217469204,1.243526906579853,0.5
sample-spring-cloud-webflux,discovery-service,3,1.0,2,0.6666666666666666,1,0.3333333333333333,0.6423391474460629,0.6666666666666666,0.75,0.3326055462222863,-2.6248650705970137e-16,-1.487053813159706,0.3333333333333333
sample-spring-microservices-new,employee-service,6,1.0,4,0.6666666666666666,2,0.3333333333333333,0.4106435929581379,0.0194444444444444,0.6944444444444445,0.1520883357106429,0.1171791300210556,0.2298901391184581,0.4333333333333333
sample-spring-microservices-new,config-service,5,0.8333333333333333,0,0.0,5,0.8333333333333333,2.841403644981221e-09,0.0,0.0,0.0467795035612103,0.2321592499075536,-0.0,0.5
sample-spring-microservices-new,department-service,6,1.0,3,0.5,3,0.5,0.2596387533348084,0.0194444444444444,0.5208333333333334,0.1185103813086247,0.183832655771305,0.1809425362371337,0.4333333333333333
sample-spring-microservices-new,gateway-service,6,1.0,2,0.3333333333333333,4,0.6666666666666666,0.2822569628232754,0.2416666666666666,0.5208333333333334,0.2023908269712177,0.2111126760020376,0.0669864081946046,0.4333333333333333
sample-spring-microservices-new,organization-service,6,1.0,2,0.3333333333333333,4,0.6666666666666666,0.1641624308744201,0.0194444444444444,0.4166666666666667,0.0977404536970177,0.2362944883868515,0.118026354495224,0.4333333333333333
sample-spring-microservices-new,discovery-service,5,0.8333333333333333,4,0.6666666666666666,1,0.1666666666666666,0.4853105122350142,0.2,0.6944444444444445,0.1737172954242374,0.0194217999111964,0.2048792296768212,0.5
sample-spring-microservices-new,zipkin,4,0.6666666666666666,4,0.6666666666666666,0,0.0,0.6494728379774994,0.0,0.75,0.2087732033270492,-0.0,0.1992753322777582,0.5
scaffold-cloud,scaffold-txmanager,1,0.1,0,0.0,1,0.1,4.0791321280423946e-08,0.0,0.0,0.0380091536146782,0.1096117967977924,0.0,0.0
scaffold-cloud,scaffold-business-thirdparty-service,1,0.1,0,0.0,1,0.1,4.0791321280423946e-08,0.0,0.0,0.0380091536146782,0.1096117967977924,0.0,0.0
scaffold-cloud,scaffold-business-job-service,1,0.1,0,0.0,1,0.1,4.0791321280423946e-08,0.0,0.0,0.0380091536146782,0.1096117967977924,0.0,0.0
scaffold-cloud,scaffold-business-sys-service,1,0.1,0,0.0,1,0.1,4.0791321280423946e-08,0.0,0.0,0.0380091536146782,0.1096117967977924,0.0,0.0
scaffold-cloud,scaffold-zuul,1,0.1,1,0.1,0,0.0,0.9999837812788224,0.0,0.5263157894736842,0.3154110877050669,0.0,-1.8674848066525968e-17,0.0
scaffold-cloud,demo,2,0.2,1,0.1,1,0.1,2.1252278387100897e-05,0.0,0.1,0.0541628533571428,0.1096117967977924,0.1096117967977924,0.5
scaffold-cloud,scaffold-config-server,2,0.2,0,0.0,2,0.2,4.0791321280423946e-08,0.0,0.0,0.0380091536146782,0.1231056256176605,0.0,0.5
scaffold-cloud,scaffold-eureka,10,1.0,9,0.9,1,0.1,0.005695325068494,0.1,0.9,0.3263528300203637,-2.2989788545444373e-18,0.8903882032022076,0.0111111111111111
scaffold-cloud,scaffold-route-openapi,1,0.1,0,0.0,1,0.1,4.0791321280423946e-08,0.0,0.0,0.0380091536146782,0.1096117967977924,0.0,0.0
scaffold-cloud,scaffold-route-app,1,0.1,0,0.0,1,0.1,4.0791321280423946e-08,0.0,0.0,0.0380091536146782,0.1096117967977924,0.0,0.0
scaffold-cloud,scaffold-route-operate,1,0.1,0,0.0,1,0.1,4.0791321280423946e-08,0.0,0.0,0.0380091536146782,0.1096117967977924,0.0,0.0
spring-boot-microservices,web-portal,2,0.25,1,0.125,1,0.125,1.3816254809107194e-07,0.0,0.1666666666666666,0.0545054191017581,0.1045855228305994,0.1096117967977924,0.5
spring-boot-microservices,user-webservice,2,0.25,1,0.125,1,0.125,1.3816254809107194e-07,0.0,0.1666666666666666,0.0545054191017581,0.1045855228305994,0.1096117967977924,0.5
spring-boot-microservices,api-gateway,2,0.25,2,0.25,0,0.0,0.9999779497621056,0.0,0.5714285714285714,0.2947816816781874,-0.0,0.1231056256176605,0.5
spring-boot-microservices,comments-webservice,3,0.375,2,0.25,1,0.125,3.4679044702143115e-05,0.0,0.28125,0.0776704075194079,0.1045855228305994,0.1576707807867546,0.5
spring-boot-microservices,auth-server,2,0.25,1,0.125,1,0.125,1.3816254809107194e-07,0.0,0.1666666666666666,0.0545054191017581,0.1045855228305994,0.1096117967977924,0.5
spring-boot-microservices,webservice-registry,7,0.875,6,0.75,1,0.125,0.0066406917458309,0.0892857142857142,0.765625,0.2826802960932523,0.0458552283059941,0.2807764064044151,0.1666666666666666
spring-boot-microservices,task-webservice,3,0.375,1,0.125,2,0.25,1.3816254809107194e-07,0.0,0.1666666666666666,0.0545054191017581,0.1633158173552046,0.1096117967977924,0.5
spring-boot-microservices,configserver,8,1.0,1,0.125,7,0.875,3.679415680614434e-10,0.125,0.125,0.082338755392911,0.3724868630164035,-2.2678832325124264e-17,0.125
spring-boot-microservices,github-repository,1,0.125,0,0.0,1,0.125,4.892840000817072e-13,0.0,0.0,0.0445071829092084,-8.447567109660545e-18,-0.0,0.0
spring-boot-microservices-workshop,movie-info-service,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0.0014104344297189,0.0,0.3333333333333333,0.1825077470410664,0.2499999999999999,0.25,0.5
spring-boot-microservices-workshop,ratings-data-service,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0.0014104344297189,0.0,0.3333333333333333,0.1825077470410664,0.2499999999999999,0.2499999999999999,0.5
spring-boot-microservices-workshop,movie-catalog-service,3,1.0,0,0.0,3,1.0,1.989329237967547e-06,0.0,0.0,0.1422134705825037,0.5,-0.0,0.3333333333333333
spring-boot-microservices-workshop,discovery-server,3,1.0,3,1.0,0,0.0,0.999998010670762,0.0,1.0,0.4927710353353633,-0.0,0.4999999999999999,0.3333333333333333
spring-cloud-movie-recommendation,recommendation-service,3,0.5,2,0.3333333333333333,1,0.1666666666666666,0.3260452355881756,0.0111111111111111,0.5,0.1112607743542235,0.087695264839553,0.212695264839553,0.5
spring-cloud-movie-recommendation,config-service,6,1.0,1,0.1666666666666666,5,0.8333333333333333,9.520910961475608e-07,0.1666666666666666,0.1666666666666666,0.0396428571428571,0.4123047351604469,7.820186436849658e-19,0.2333333333333333
spring-cloud-movie-recommendation,recommendation-client,5,0.8333333333333333,2,0.3333333333333333,3,0.5,0.4702392205239245,0.3,0.6,0.2932660368939851,0.2630857945186591,0.1492189406417877,0.35
spring-cloud-movie-recommendation,eureka-service,5,0.8333333333333333,4,0.6666666666666666,1,0.1666666666666666,0.6782024686853445,0.3,0.75,0.3118802114719153,0.0615236758022347,0.212695264839553,0.35
spring-cloud-movie-recommendation,user-service,3,0.5,2,0.3333333333333333,1,0.1666666666666666,0.3260452355881756,0.0111111111111111,0.5,0.1112607743542235,0.087695264839553,0.212695264839553,0.5
spring-cloud-movie-recommendation,movie-service,3,0.5,2,0.3333333333333333,1,0.1666666666666666,0.3260452355881756,0.0111111111111111,0.5,0.1112607743542235,0.087695264839553,0.212695264839553,0.5
spring-cloud-movie-recommendation,github-repository,1,0.1666666666666666,0,0.0,1,0.1666666666666666,5.2893949785975594e-08,0.0,0.0,0.0214285714285714,3.224299897750617e-19,-0.0,0.0
